source,target,relationship,edge_type,metadata
wiki_ancient_dragon_man,wiki_great_katana,mentions,mention,{}
wiki_ancient_ruins_of_rauh,wiki_gravesite_plain,mentions,mention,{}
wiki_ancient_ruins_of_rauh,wiki_shadow_keep,mentions,mention,{}
wiki_ancient_ruins_of_rauh,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_armor,wiki_chest_armor,mentions,mention,{}
wiki_armor,wiki_status_effects,mentions,mention,{}
wiki_armor,wiki_items,mentions,mention,{}
wiki_astel_naturalborn_of_the_void,wiki_grand_cloister,mentions,mention,{}
wiki_astel_naturalborn_of_the_void,wiki_the_lands_between,mentions,mention,{}
wiki_auriza_heros_grave,17f69625085l0i2mnshaufkjhe4gok,mentions,mention,{}
wiki_auriza_side_tomb,17f69625085l0i2mnshaufkjhe4gok,mentions,mention,{}
wiki_auriza_side_tomb,wiki_altus_plateau,mentions,mention,{}
wiki_barbed_staff_spear,17f697047a0l0i1pik0le4bp23xal,mentions,mention,{}
wiki_barbed_staff_spear,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_barbed_staff_spear,wiki_dexterity,mentions,mention,{}
wiki_barbed_staff_spear,wiki_strength,mentions,mention,{}
wiki_messmer_the_impaler,17f697047a0l0i1pik0le4bp23xal,mentions,mention,{}
wiki_messmer_the_impaler,17f69bd66dfl0i2onozxtj8yo2qu5,mentions,mention,{}
wiki_messmer_the_impaler,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_messmer_the_impaler,wiki_hornsent,mentions,mention,{}
wiki_battlemage_hugues,17f69866cf7l0i2mmw8ziuo0llo4l8,mentions,mention,{}
wiki_battlemage_hugues,wiki_caelid,mentions,mention,{}
wiki_battlemage_hugues_ashes,wiki_battlemage_hugues,mentions,mention,{}
wiki_bayle_the_dread,wiki_jagged_peak,mentions,mention,{}
wiki_bayle_the_dread,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_belurat_gaol,wiki_gravesite_plain,mentions,mention,{}
wiki_belurat_gaol,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_belurat_tower_settlement,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_black_knife_tiche_ashes,17f69bb7d32l0i1ou85ft99zwecdel,mentions,mention,{}
wiki_black_knight_edredd,wiki_fort_of_reprimand,mentions,mention,{}
wiki_black_knight_edredd,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_black_knight_garrew,wiki_fog_rift_fort,mentions,mention,{}
wiki_black_steel_greatshield,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_black_steel_greatshield,wiki_shields,mentions,mention,{}
wiki_black_steel_greatshield,wiki_strength,mentions,mention,{}
wiki_blackgaol_knight,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
wiki_blackgaol_knight,wiki_greatsword_of_solitude,mentions,mention,{}
wiki_blackgaol_knight,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_blackgaol_knight,wiki_solitude_set,mentions,mention,{}
wiki_blackgaol_knight,wiki_weapons,mentions,mention,{}
wiki_blackgaol_knight,wiki_western_nameless_mausoleum,mentions,mention,{}
wiki_blessing_of_marika,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_blessing_of_marika,wiki_status_effects,mentions,mention,{}
wiki_bloodfiend_hexers_ashes,17f697047a0l0i1pik0le4bp23xal,mentions,mention,{}
wiki_bloodfiend_hexers_ashes,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_bloodhound_knight,17f69a91598l0i2mhgmal00xkh3qlq,mentions,mention,{}
wiki_bloodhound_knight_floh,wiki_bloodhound_knight,mentions,mention,{}
wiki_bloodhound_knight_floh,wiki_bosses,mentions,mention,{}
wiki_bols_carian_knight,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
wiki_bols_carian_knight,wiki_armor,mentions,mention,{}
wiki_bols_carian_knight,wiki_liurnia_of_the_lakes,mentions,mention,{}
wiki_bone_peddlers_bell_bearing,wiki_locations,mentions,mention,{}
wiki_bone_peddlers_bell_bearing,wiki_items,mentions,mention,{}
wiki_bone_peddlers_bell_bearing,wiki_roundtable_hold,mentions,mention,{}
wiki_bonny_gaol,wiki_scadu_altus,mentions,mention,{}
wiki_bosses,wiki_armor,mentions,mention,{}
wiki_bosses,wiki_damage_types,mentions,mention,{}
wiki_bosses,wiki_runes,mentions,mention,{}
wiki_bosses,wiki_items,mentions,mention,{}
wiki_briar_greatshield,wiki_shields,mentions,mention,{}
wiki_briar_greatshield,wiki_strength,mentions,mention,{}
wiki_caelid,wiki_limgrave,mentions,mention,{}
wiki_castle_ensis,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_cathedral_of_dragon_communion,17f697ae5eel0i2m74j1houvhsid9m,mentions,mention,{}
wiki_cathedral_of_dragon_communion,wiki_caelid,mentions,mention,{}
wiki_cathedral_of_dragon_communion,wiki_limgrave,mentions,mention,{}
wiki_cave_of_the_forlorn,17f69b93f33l0i206bj18mqb1lqzvbh,mentions,mention,{}
wiki_cave_of_the_forlorn,wiki_consecrated_snowfield,mentions,mention,{}
wiki_cerulean_coast,wiki_gravesite_plain,mentions,mention,{}
wiki_cerulean_coast,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_charos_hidden_grave,wiki_cerulean_coast,mentions,mention,{}
wiki_charos_hidden_grave,wiki_gravesite_plain,mentions,mention,{}
wiki_charos_hidden_grave,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_chief_bloodfiend,wiki_rivermouth_cave,mentions,mention,{}
wiki_commander_gaius,wiki_shadow_keep,mentions,mention,{}
wiki_commander_gaius,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_consecrated_snowfield,17f69998009l0i20d6pfa4akbg6h3,mentions,mention,{}
wiki_consecrated_snowfield,17f69bcf445l0i20dcnkb0ztuvth8s,mentions,mention,{}
wiki_consecrated_snowfield,17f697bdfffl0i2mtpen4salledwa,mentions,mention,{}
wiki_consecrated_snowfield,wiki_liurnia_of_the_lakes,mentions,mention,{}
wiki_consecrated_snowfield,wiki_mountaintops_of_the_giants,mentions,mention,{}
wiki_count_ymir_mother_of_fingers,wiki_cathedral_of_manus_metyr,mentions,mention,{}
wiki_creatures_and_enemies,wiki_locations,mentions,mention,{}
wiki_creatures_and_enemies,wiki_runes,mentions,mention,{}
wiki_creatures_and_enemies,wiki_stats,mentions,mention,{}
wiki_creatures_and_enemies,wiki_the_lands_between,mentions,mention,{}
wiki_creatures_and_enemies,wiki_items,mentions,mention,{}
wiki_crucible_knight_siluria,17f69a6fae3l0i1uq63au7m71cs8mh,mentions,mention,{}
wiki_crucible_knight_siluria,wiki_bosses,mentions,mention,{}
wiki_crucible_knight_siluria,wiki_deeproot_depths,mentions,mention,{}
wiki_crucible_knight_and_misbegotten_warrior,17f69c84fbal0i2mmf3h8h45isx18a,mentions,mention,{}
wiki_crucible_knight_and_misbegotten_warrior,17f69a6fae3l0i1uq63au7m71cs8mh,mentions,mention,{}
wiki_crucible_knight_and_misbegotten_warrior,wiki_misbegotten_warrior,mentions,mention,{}
wiki_crucible_knight_and_misbegotten_warrior,wiki_strength,mentions,mention,{}
wiki_crumbling_farum_azula,17f699a9d79l0i2olzmep3owqdj2z6,mentions,mention,{}
wiki_crumbling_farum_azula,17f69d071acl0i2mtig4ni1eefzjg,mentions,mention,{}
wiki_crumbling_farum_azula,wiki_mountaintops_of_the_giants,mentions,mention,{}
wiki_crystal_tears,17f69b8a1f0l0i1zkh6maq6vqjsba,mentions,mention,{}
wiki_crystal_tears,wiki_locations,mentions,mention,{}
wiki_crystal_tears,wiki_items,mentions,mention,{}
wiki_curseblade_labirith,wiki_bonny_gaol,mentions,mention,{}
wiki_curseblade_labirith,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_curseblade_meera,wiki_bonny_gaol,mentions,mention,{}
wiki_curseblade_meera,wiki_curseblade_labirith,mentions,mention,{}
wiki_curseblade_meera,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_damage_types,wiki_status_effects,mentions,mention,{}
wiki_damage_types,wiki_skills,mentions,mention,{}
wiki_dancer_of_ranah,wiki_cerulean_coast,mentions,mention,{}
wiki_dancer_of_ranah,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_dancer_of_ranah,wiki_southern_nameless_mausoleum,mentions,mention,{}
wiki_dancing_blade_of_ranah,wiki_builds,mentions,mention,{}
wiki_dancing_blade_of_ranah,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_dancing_blade_of_ranah,wiki_dexterity,mentions,mention,{}
wiki_danes_hat,wiki_armor,mentions,mention,{}
wiki_danes_hat,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_danes_hat,wiki_dryleaf_dane,mentions,mention,{}
wiki_death_blight,wiki_status_effects,mentions,mention,{}
wiki_death_knight,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_death_knight,wiki_weapons,mentions,mention,{}
wiki_death_knights_longhaft_axe,17f69932567l0i1p1g57mgpbxaj4hw,mentions,mention,{}
wiki_death_knights_longhaft_axe,17f69822237l0i1p270w3dlqvx3kil,mentions,mention,{}
wiki_death_knights_longhaft_axe,wiki_death_knight,mentions,mention,{}
wiki_death_knights_longhaft_axe,wiki_lightning_damage,mentions,mention,{}
wiki_death_knights_longhaft_axe,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_death_knights_longhaft_axe,wiki_dexterity,mentions,mention,{}
wiki_death_knights_longhaft_axe,wiki_strength,mentions,mention,{}
wiki_death_knights_twin_axes,wiki_builds,mentions,mention,{}
wiki_death_knights_twin_axes,wiki_death_knight,mentions,mention,{}
wiki_death_knights_twin_axes,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_death_knights_twin_axes,wiki_dexterity,mentions,mention,{}
wiki_death_knights_twin_axes,wiki_strength,mentions,mention,{}
wiki_deeproot_depths,17f69a3b2f2l0i1uy2usy0fea155ms,mentions,mention,{}
wiki_deeproot_depths,17f697500cal0i1v2hh14qewvbrwrn,mentions,mention,{}
wiki_deeproot_depths,wiki_siofra_aqueduct,mentions,mention,{}
wiki_deeproot_depths,wiki_cathedral_of_the_forsaken,mentions,mention,{}
wiki_demi_human_queen_gilika,wiki_altus_plateau,mentions,mention,{}
wiki_demi_human_queen_marigga,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_demi_human_swordmaster_onze,wiki_belurat_gaol,mentions,mention,{}
wiki_demi_human_swordmaster_onze,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_demi_human_swordsman_yosh,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_demigods,17f6998a6eel0i2omw40wiu6ms1t9nd,mentions,mention,{}
wiki_demigods,17f69bd66dfl0i2onozxtj8yo2qu5,mentions,mention,{}
wiki_demigods,17f69bc8bd6l0i1v03619u4s9j9ql,mentions,mention,{}
wiki_demigods,"wiki_godfrey,_first_elden_lord",mentions,mention,{}
wiki_demigods,wiki_great_runes,mentions,mention,{}
wiki_demigods,wiki_runes,mentions,mention,{}
wiki_demigods,wiki_the_lands_between,mentions,mention,{}
wiki_divine_beast_dancing_lion,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_divine_beast_head,wiki_armor,mentions,mention,{}
wiki_divine_beast_head,wiki_divine_beast_dancing_lion,mentions,mention,{}
wiki_divine_beast_head,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_divine_beast_tornado,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_golem,wiki_weapons,mentions,mention,{}
wiki_dragons_pit,wiki_gravesite_plain,mentions,mention,{}
wiki_dragons_pit,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_dragon_hunters_great_katana,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_dragon_hunters_great_katana,wiki_dexterity,mentions,mention,{}
wiki_dragon_hunters_great_katana,wiki_great_katana,mentions,mention,{}
wiki_dragon_hunters_great_katana,wiki_strength,mentions,mention,{}
wiki_dragonbarrow,17f696f8b63l0i2maq3fi94tgr4s4t,mentions,mention,{}
wiki_dragonbarrow,17f69935509l0i2mkr8vjb9f4f94v,mentions,mention,{}
wiki_dragonbarrow,17f69b97ce8l0i2ms4ikyh4h5oxhve,mentions,mention,{}
wiki_dragonbarrow,wiki_caelid,mentions,mention,{}
wiki_dragonbarrow,wiki_limgrave,mentions,mention,{}
wiki_dragonclaw_shield,17f695ee05cl0hynwvuh9iqspb3fmk,mentions,mention,{}
wiki_dragonclaw_shield,wiki_dexterity,mentions,mention,{}
wiki_dragonclaw_shield,wiki_shields,mentions,mention,{}
wiki_dragonclaw_shield,wiki_strength,mentions,mention,{}
wiki_dragonscale_flesh,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_dragonscale_flesh,wiki_status_effects,mentions,mention,{}
wiki_dryleaf_arts,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_dryleaf_arts,wiki_dexterity,mentions,mention,{}
wiki_dryleaf_arts,wiki_strength,mentions,mention,{}
wiki_dryleaf_dane_(boss),wiki_moorth_ruins,mentions,mention,{}
wiki_dryleaf_dane_(boss),wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_dryleaf_dane_(boss),wiki_dryleaf_dane,mentions,mention,{}
wiki_eastern_nameless_mausoleum,wiki_scadu_altus,mentions,mention,{}
wiki_eastern_nameless_mausoleum,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_elden_throne,17f699a9d79l0i2olzmep3owqdj2z6,mentions,mention,{}
wiki_elden_throne,17f69a8e034l0i2moqhosmm855zzp,mentions,mention,{}
wiki_elden_throne,wiki_mountaintops_of_the_giants,mentions,mention,{}
wiki_ellac_greatbridge,wiki_gravesite_plain,mentions,mention,{}
wiki_ellac_greatbridge,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_elphael_brace_of_the_haligtree,"wiki_loretta,_knight_of_the_haligtree",mentions,mention,{}
wiki_elphael_brace_of_the_haligtree,wiki_miquella,mentions,mention,{}
wiki_enir_ilim,wiki_messmer_the_impaler,mentions,mention,{}
wiki_enir_ilim,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_erdtree_burial_watchdog,wiki_bosses,mentions,mention,{}
wiki_erdtree_burial_watchdog,wiki_the_lands_between,mentions,mention,{}
wiki_finger_ruins_of_miyr,wiki_scadu_altus,mentions,mention,{}
wiki_finger_ruins_of_miyr,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_finger_ruins_of_miyr,wiki_cathedral_of_manus_metyr,mentions,mention,{}
wiki_finger_ruins_of_rhia,wiki_cerulean_coast,mentions,mention,{}
wiki_finger_ruins_of_rhia,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_fire_damage,wiki_damage_types,mentions,mention,{}
wiki_fire_damage,wiki_skills,mentions,mention,{}
wiki_fire_defense,wiki_stats,mentions,mention,{}
wiki_fire_defense,wiki_strength,mentions,mention,{}
wiki_flame_peak,wiki_mountaintops_of_the_giants,mentions,mention,{}
wiki_fog_rift_catacombs,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_fog_rift_fort,wiki_gravesite_plain,mentions,mention,{}
wiki_fog_rift_fort,wiki_scadu_altus,mentions,mention,{}
wiki_fog_rift_fort,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_forbidden_lands,17f69625085l0i2mnshaufkjhe4gok,mentions,mention,{}
wiki_forbidden_lands,17f697bdfffl0i2mtpen4salledwa,mentions,mention,{}
wiki_forbidden_lands,wiki_altus_plateau,mentions,mention,{}
wiki_forbidden_lands,wiki_consecrated_snowfield,mentions,mention,{}
wiki_forbidden_lands,wiki_mountaintops_of_the_giants,mentions,mention,{}
wiki_fort_of_reprimand,wiki_scadu_altus,mentions,mention,{}
wiki_fort_of_reprimand,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_frostbite,wiki_status_effects,mentions,mention,{}
wiki_full_grown_fallingstar_beast,17f69aae933l0i1urbz9zyz3jjvhjf,mentions,mention,{}
wiki_full_grown_fallingstar_beast,wiki_runes,mentions,mention,{}
wiki_full_grown_fallingstar_beast,wiki_items,mentions,mention,{}
wiki_ghostflame_dragon,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_giants_mountaintop_catacombs,17f69efba83l0i2mv5car0cnamiotl,mentions,mention,{}
wiki_giants_mountaintop_catacombs,wiki_mountaintops_of_the_giants,mentions,mention,{}
wiki_glovewort_pickers_bell_bearing_(2),17f699ebb1fl0i2oobc8fbwg1v80tt,mentions,mention,{}
wiki_glovewort_pickers_bell_bearing_(2),wiki_locations,mentions,mention,{}
wiki_glovewort_pickers_bell_bearing_(2),wiki_items,mentions,mention,{}
"wiki_godfrey,_first_elden_lord",17f69bd66dfl0i2onozxtj8yo2qu5,mentions,mention,{}
"wiki_godfrey,_first_elden_lord",17f695022a1l0i1uv9aohy5ip9yh9f,mentions,mention,{}
"wiki_godfrey,_first_elden_lord",wiki_the_lands_between,mentions,mention,{}
wiki_godricks_great_rune,wiki_bosses,mentions,mention,{}
wiki_godricks_great_rune,wiki_great_runes,mentions,mention,{}
wiki_godricks_great_rune,wiki_runes,mentions,mention,{}
wiki_godricks_great_rune,wiki_items,mentions,mention,{}
wiki_godskin_apostle_set,17f69b45618l0i1uuc1z6qlw7hnnq,mentions,mention,{}
wiki_godskin_apostle_set,wiki_chest_armor,mentions,mention,{}
wiki_godskin_apostle_set,wiki_armor,mentions,mention,{}
wiki_godskin_apostle_set,wiki_magic_damage,mentions,mention,{}
wiki_godskin_noble_set,17f69814439l0i1uuifby3b0bn9gs,mentions,mention,{}
wiki_godskin_noble_set,wiki_chest_armor,mentions,mention,{}
wiki_godskin_noble_set,wiki_armor,mentions,mention,{}
wiki_golden_scarab,17f69d1b2c0l0i2sx1e2ftbrqshztb,mentions,mention,{}
wiki_golden_scarab,wiki_stats,mentions,mention,{}
wiki_golden_beast_crest_shield,wiki_shields,mentions,mention,{}
wiki_golden_beast_crest_shield,wiki_strength,mentions,mention,{}
wiki_golden_hippopotamus,wiki_scadutree_fragment,mentions,mention,{}
wiki_golden_hippopotamus,wiki_shadow_keep,mentions,mention,{}
wiki_golden_rune_(1),17f69d9db08l0i1znvqfeg973qx3p,mentions,mention,{}
wiki_golden_rune_(1),wiki_runes,mentions,mention,{}
wiki_grand_cloister,wiki_lake_of_rot,mentions,mention,{}
wiki_grave_warden_duelist,17f69a22461l0i1pcneoqys4gxbav,mentions,mention,{}
wiki_grave_warden_duelist,17f69b42027l0i1prapddaur3pdili,mentions,mention,{}
wiki_grave_warden_duelist,wiki_bosses,mentions,mention,{}
wiki_grave_warden_duelist,wiki_hammers,mentions,mention,{}
wiki_gravesite_plain,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_gravitational_missile,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_gravity_stone_peddlers_bell_bearing,17f699ebb1fl0i2oobc8fbwg1v80tt,mentions,mention,{}
wiki_gravity_stone_peddlers_bell_bearing,wiki_locations,mentions,mention,{}
wiki_gravity_stone_peddlers_bell_bearing,wiki_items,mentions,mention,{}
wiki_gravity_stone_peddlers_bell_bearing,wiki_roundtable_hold,mentions,mention,{}
wiki_great_rune_of_the_unborn,wiki_bosses,mentions,mention,{}
wiki_great_rune_of_the_unborn,wiki_great_runes,mentions,mention,{}
wiki_great_rune_of_the_unborn,wiki_runes,mentions,mention,{}
wiki_great_rune_of_the_unborn,wiki_items,mentions,mention,{}
wiki_great_runes,17f6956598al0i1zr6fcz3amgdevdi,mentions,mention,{}
wiki_great_runes,wiki_bosses,mentions,mention,{}
wiki_great_runes,wiki_locations,mentions,mention,{}
wiki_great_runes,wiki_runes,mentions,mention,{}
wiki_great_runes,wiki_items,mentions,mention,{}
wiki_great_runes,wiki_strength,mentions,mention,{}
wiki_greatsword_of_solitude,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
wiki_greatsword_of_solitude,wiki_builds,mentions,mention,{}
wiki_greatsword_of_solitude,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_greatsword_of_solitude,wiki_dexterity,mentions,mention,{}
wiki_greatsword_of_solitude,wiki_strength,mentions,mention,{}
wiki_hallowhorn_grounds,"wiki_nokron,_eternal_city",mentions,mention,{}
wiki_hallowhorn_grounds,wiki_siofra_river,mentions,mention,{}
wiki_heart_of_bayle,wiki_locations,mentions,mention,{}
wiki_heart_of_bayle,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_heart_of_bayle,wiki_items,mentions,mention,{}
wiki_hemorrhage,wiki_status_effects,mentions,mention,{}
wiki_high_priest_set,wiki_chest_armor,mentions,mention,{}
wiki_high_priest_set,wiki_armor,mentions,mention,{}
wiki_high_priest_set,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_holy_damage,wiki_damage_types,mentions,mention,{}
wiki_holy_damage,wiki_skills,mentions,mention,{}
wiki_holy_defense,wiki_stats,mentions,mention,{}
wiki_holy_defense,wiki_strength,mentions,mention,{}
wiki_horned_bairn,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_elden_ring_map:_interactive,wiki_bosses,mentions,mention,{}
wiki_elden_ring_map:_interactive,wiki_locations,mentions,mention,{}
wiki_elden_ring_map:_interactive,wiki_items,mentions,mention,{}
wiki_iris_of_occultation,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_iris_of_occultation,wiki_status_effects,mentions,mention,{}
wiki_iron_rivet_set,wiki_chest_armor,mentions,mention,{}
wiki_iron_rivet_set,wiki_armor,mentions,mention,{}
wiki_iron_rivet_set,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_jagged_peak,wiki_gravesite_plain,mentions,mention,{}
wiki_jagged_peak,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_jagged_peak_drake,wiki_jagged_peak,mentions,mention,{}
wiki_jori_elder_inquisitor,17f697047a0l0i1pik0le4bp23xal,mentions,mention,{}
wiki_jori_elder_inquisitor,wiki_abyssal_woods,mentions,mention,{}
wiki_jori_elder_inquisitor,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_jori_elder_inquisitor,wiki_hornsent,mentions,mention,{}
wiki_lake_of_rot,wiki_ainsel_river,mentions,mention,{}
wiki_lake_of_rot,wiki_scarlet_rot,mentions,mention,{}
wiki_lamenters_gaol,wiki_lamenter,mentions,mention,{}
wiki_lamenters_gaol,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_lamenters_mask,wiki_lamenter,mentions,mention,{}
wiki_lamenters_mask,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_lamenters_mask,wiki_items,mentions,mention,{}
wiki_lamenters_mask,wiki_tools,mentions,mention,{}
wiki_leda_and_allies_boss,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_leda_and_allies_boss,wiki_miquella,mentions,mention,{}
wiki_leda_and_allies_boss,wiki_needle_knight_leda,mentions,mention,{}
wiki_legacy_dungeons,wiki_bosses,mentions,mention,{}
wiki_legacy_dungeons,wiki_locations,mentions,mention,{}
wiki_leyndell_royal_capital_(legacy_dungeon),17f69a8e034l0i2moqhosmm855zzp,mentions,mention,{}
wiki_leyndell_royal_capital_(legacy_dungeon),wiki_altus_plateau,mentions,mention,{}
"wiki_leyndell,_ashen_capital",17f69a8e034l0i2moqhosmm855zzp,mentions,mention,{}
"wiki_leyndell,_ashen_capital",wiki_bosses,mentions,mention,{}
wiki_leyndell_royal_capital,17f69a8e034l0i2moqhosmm855zzp,mentions,mention,{}
wiki_leyndell_royal_capital,wiki_great_runes,mentions,mention,{}
wiki_leyndell_royal_capital,wiki_runes,mentions,mention,{}
wiki_leyndell_royal_capital,wiki_roundtable_hold,mentions,mention,{}
wiki_lightning_damage,wiki_damage_types,mentions,mention,{}
wiki_lightning_damage,wiki_skills,mentions,mention,{}
wiki_lightning_defense,wiki_stats,mentions,mention,{}
wiki_lightning_defense,wiki_strength,mentions,mention,{}
wiki_elder_lion,wiki_claws,mentions,mention,{}
wiki_liurnia_of_the_lakes,17f69a317f4l0i2m9zw0s2ceqss32f,mentions,mention,{}
wiki_liurnia_of_the_lakes,17f6953f0d5l0i1uthl5j30bc50wdo,mentions,mention,{}
wiki_liurnia_of_the_lakes,wiki_limgrave,mentions,mention,{}
wiki_liurnia_of_the_lakes,wiki_stormveil_castle,mentions,mention,{}
wiki_locations,wiki_merchants,mentions,mention,{}
wiki_lord_contenders_evergaol,wiki_mountaintops_of_the_giants,mentions,mention,{}
wiki_lord_contenders_evergaol,wiki_roundtable_knight_vyke,mentions,mention,{}
wiki_lorettas_greatbow,17f6967c4f3l0i1p3l1xull5qamw2,mentions,mention,{}
wiki_lorettas_mastery,17f6967c4f3l0i1p3l1xull5qamw2,mentions,mention,{}
"wiki_loretta,_knight_of_the_haligtree",17f69a48308l0i1ux3rigvv37tx84f,mentions,mention,{}
"wiki_loretta,_knight_of_the_haligtree",wiki_miquella,mentions,mention,{}
wiki_madness,wiki_status_effects,mentions,mention,{}
wiki_magic_damage,wiki_damage_types,mentions,mention,{}
wiki_magic_damage,wiki_skills,mentions,mention,{}
wiki_magic_defense,wiki_stats,mentions,mention,{}
wiki_magic_defense,wiki_strength,mentions,mention,{}
wiki_magic_spells,wiki_incantations,mentions,mention,{}
wiki_magic_spells,wiki_sorceries,mentions,mention,{}
wiki_malenias_great_rune,wiki_bosses,mentions,mention,{}
wiki_malenias_great_rune,wiki_great_runes,mentions,mention,{}
wiki_malenias_great_rune,wiki_runes,mentions,mention,{}
wiki_malenias_great_rune,wiki_items,mentions,mention,{}
wiki_malenia_blade_of_miquella,17f69a48308l0i1ux3rigvv37tx84f,mentions,mention,{}
wiki_malenia_blade_of_miquella,17f69dc74fdl0i1v1wz3qrzn19aps8,mentions,mention,{}
wiki_malenia_blade_of_miquella,wiki_caelid,mentions,mention,{}
wiki_malenia_blade_of_miquella,wiki_scarlet_rot,mentions,mention,{}
wiki_malenia_blade_of_miquella,wiki_miquella,mentions,mention,{}
wiki_mantle_of_thorns,wiki_shadow_of_the_erdtree,mentions,mention,{}
"wiki_margit,_the_fell_omen",wiki_stormveil_castle,mentions,mention,{}
wiki_maternal_staff,17f69930219l0i1oytgbre6o33dti,mentions,mention,{}
wiki_maternal_staff,wiki_builds,mentions,mention,{}
wiki_maternal_staff,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_maternal_staff,wiki_sorceries,mentions,mention,{}
wiki_maternal_staff,wiki_intelligence,mentions,mention,{}
wiki_meat_peddlers_bell_bearing,17f699ebb1fl0i2oobc8fbwg1v80tt,mentions,mention,{}
wiki_meat_peddlers_bell_bearing,wiki_locations,mentions,mention,{}
wiki_meat_peddlers_bell_bearing,wiki_items,mentions,mention,{}
wiki_medicine_peddlers_bell_bearing,17f699ebb1fl0i2oobc8fbwg1v80tt,mentions,mention,{}
wiki_medicine_peddlers_bell_bearing,wiki_locations,mentions,mention,{}
wiki_medicine_peddlers_bell_bearing,wiki_items,mentions,mention,{}
wiki_medicine_peddlers_bell_bearing,wiki_roundtable_hold,mentions,mention,{}
wiki_mending_rune_of_perfect_order,wiki_great_runes,mentions,mention,{}
wiki_mending_rune_of_perfect_order,wiki_runes,mentions,mention,{}
wiki_mending_rune_of_the_death_prince,wiki_great_runes,mentions,mention,{}
wiki_mending_rune_of_the_death_prince,wiki_runes,mentions,mention,{}
wiki_messmers_kindling,wiki_locations,mentions,mention,{}
wiki_messmers_kindling,wiki_shadow_of_the_erdtree,mentions,mention,{}
wiki_messmers_kindling,wiki_items,mentions,mention,{}
wiki_meteorite_of_astel,wiki_meteorite,mentions,mention,{}
wiki_metyr_mother_of_fingers,wiki_finger_ruins_of_miyr,mentions,mention,{}
wiki_midras_manse,wiki_abyssal_woods,mentions,mention,{}
