node_id,node_type,name,description,raw_endpoint,extra_json,description_length,location_degree,drop_degree,name_length,has_image,in_degree,out_degree,betweenness,pagerank
17f694b74eel0i1pjc1y7lp7e97wy,weapon,Celebrant's Rib-rake,"Rake decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village. Crafted from human bone. Grants trace amounts of runes upon landing attacks.",weapons,"{""attack"": [{""amount"": 109, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 40, ""name"": ""Phy""}, {""amount"": 25, ""name"": ""Mag""}, {""amount"": 25, ""name"": ""Fire""}, {""amount"": 25, ""name"": ""Ligt""}, {""amount"": 25, ""name"": ""Holy""}, {""amount"": 33, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f694b74eel0i1pjc1y7lp7e97wy.png"", ""requiredAttributes"": [{""amount"": 8, ""name"": ""Str""}, {""amount"": 14, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""?""}, {""name"": ""Dex"", ""scaling"": ""?""}], ""weapon_category"": ""Spear"", ""weight"": 5}",204,0,0,20,1,0,2,0.0,0.0005084358134138552
17f698acb69l0i1pjffhe1kjzha5v,weapon,Cleanrot Spear,"Spear of the Cleanrot Knights who fought alongside Melania, Blade of Miquella. The winged golden blade deals holy damage. The diminutive shieldd is blessed with an incnantation that wards off rot.",weapons,"{""attack"": [{""amount"": 102, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 66, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 49, ""name"": ""Phy""}, {""amount"": 25, ""name"": ""Mag""}, {""amount"": 25, ""name"": ""Fire""}, {""amount"": 25, ""name"": ""Ligt""}, {""amount"": 38, ""name"": ""Holy""}, {""amount"": 33, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f698acb69l0i1pjffhe1kjzha5v.png"", ""requiredAttributes"": [{""amount"": 16, ""name"": ""Str""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""D""}], ""weapon_category"": ""Spear"", ""weight"": 5.5}",196,0,0,14,1,0,3,0.0,0.0005084358134138552
17f6975ef77l0i1pjgwds05239gwag,weapon,Pike,"A longspear featuring an especially length handle. Specialized for use from long distances, it boasts the longest reach of any melee weapon. Incrdibly useful even against foes on horseback, but hard to wield in cramped spaces. ",weapons,"{""attack"": [{""amount"": 115, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 53, ""name"": ""Phy""}, {""amount"": 33, ""name"": ""Mag""}, {""amount"": 33, ""name"": ""Fire""}, {""amount"": 33, ""name"": ""Ligt""}, {""amount"": 33, ""name"": ""Holy""}, {""amount"": 39, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f6975ef77l0i1pjgwds05239gwag.png"", ""requiredAttributes"": [{""amount"": 20, ""name"": ""Str""}, {""amount"": 14, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Spear"", ""weight"": 7.5}",227,0,0,4,1,0,2,0.0,0.0005084358134138552
17f69d10518l0i1pjt3166nis69mk9,weapon,Torchpole,"Torch fastened to a long pole. Lights up dark areas, but cannot be raised overhead. Used by soldiers on watch, its attacks set foes aflame.",weapons,"{""attack"": [{""amount"": 104, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 31, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 48, ""name"": ""Phy""}, {""amount"": 26, ""name"": ""Mag""}, {""amount"": 33, ""name"": ""Fire""}, {""amount"": 26, ""name"": ""Ligt""}, {""amount"": 26, ""name"": ""Holy""}, {""amount"": 34, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69d10518l0i1pjt3166nis69mk9.png"", ""requiredAttributes"": [{""amount"": 14, ""name"": ""Str""}, {""amount"": 15, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""E""}], ""weapon_category"": ""Spear"", ""weight"": 6}",139,0,0,9,1,1,3,6.3653420825052575e-06,0.0005885587507813637
17f6993e936l0i1pjyhfk7vfpgc8ce,weapon,Bolt Of Gransax,"Spear whittled from the weapon wielded by Gransax. One of the legendary armaments.  A great ancient dragon, Gransax once rained calamity upon the Royal Capital - the only time in historical record that Leyendell's walls have fallen. This marked the dawn of the war against dragons.",weapons,"{""attack"": [{""amount"": 98, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 63, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 60, ""name"": ""Phy""}, {""amount"": 31, ""name"": ""Mag""}, {""amount"": 31, ""name"": ""Fire""}, {""amount"": 47, ""name"": ""Ligt""}, {""amount"": 31, ""name"": ""Holy""}, {""amount"": 40, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f6993e936l0i1pjyhfk7vfpgc8ce.png"", ""requiredAttributes"": [{""amount"": 20, ""name"": ""Str""}, {""amount"": 40, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Spear"", ""weight"": 8.5}",281,0,0,15,1,0,2,0.0,0.0005084358134138552
17f69b7874el0i1pk0zpdda5qgjzi,weapon,Cross-naginata,"Weapon consisting of a three-pronged blade affixed to a long pole. The long central blade closely resembles a katana. A weapon of the Land of Reeds, known for its ability to be wielded as a spear while still being capable of performing slashing attacks.",weapons,"{""attack"": [{""amount"": 122, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 52, ""name"": ""Phy""}, {""amount"": 32, ""name"": ""Mag""}, {""amount"": 32, ""name"": ""Fire""}, {""amount"": 32, ""name"": ""Ligt""}, {""amount"": 32, ""name"": ""Holy""}, {""amount"": 39, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69b7874el0i1pk0zpdda5qgjzi.png"", ""requiredAttributes"": [{""amount"": 16, ""name"": ""Str""}, {""amount"": 20, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""C""}], ""weapon_category"": ""Spear"", ""weight"": 8}",253,0,0,14,1,0,2,0.0,0.0005084358134138552
17f6963cc83l0i1pk36gu3e5f8fpxm,weapon,Death Ritual Spear,"Ritual spear used by priests of old who were permitted to come among the Deathbirds. The priests became guardians of the birds through the rite of Death, which also serves as an oath sworn to their distant resurrection.",weapons,"{""attack"": [{""amount"": 99, ""name"": ""Phy""}, {""amount"": 64, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 110, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 54, ""name"": ""Phy""}, {""amount"": 42, ""name"": ""Mag""}, {""amount"": 27, ""name"": ""Fire""}, {""amount"": 27, ""name"": ""Ligt""}, {""amount"": 27, ""name"": ""Holy""}, {""amount"": 36, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f6963cc83l0i1pk36gu3e5f8fpxm.png"", ""requiredAttributes"": [{""amount"": 11, ""name"": ""Str""}, {""amount"": 20, ""name"": ""Dex""}, {""amount"": 18, ""name"": ""Int""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Int"", ""scaling"": ""D""}], ""weapon_category"": ""Spear"", ""weight"": 6.5}",219,0,0,18,1,1,3,7.0907747690734075e-06,0.0006581635176949151
17f69ac78dcl0i1pke5of594dboffh,weapon,Inquisitor's Girandole,"Instrument of torture used on nobles behind the curtain at the  Volcano Manor of Mt. Gelmir. Its numerous spikes pierce the flesh, then singe the wounds with flame. The smell of burnt blood induces despair in the victim. A candlestick conveived by a thorough mind.",weapons,"{""attack"": [{""amount"": 102, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 66, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 56, ""name"": ""Phy""}, {""amount"": 28, ""name"": ""Mag""}, {""amount"": 43, ""name"": ""Fire""}, {""amount"": 28, ""name"": ""Ligt""}, {""amount"": 28, ""name"": ""Holy""}, {""amount"": 37, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69ac78dcl0i1pke5of594dboffh.png"", ""requiredAttributes"": [{""amount"": 18, ""name"": ""Str""}, {""amount"": 15, ""name"": ""Dex""}, {""amount"": 16, ""name"": ""Fai""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""D""}], ""weapon_category"": ""Spear"", ""weight"": 7.5}",264,0,0,22,1,1,3,1.994280403801896e-06,0.0005702087637591678
17f6975dd97l0i1pkiw33ipbj1wu2d,weapon,Spiked Spear,Weapon comprised of a spiked cylinder attached to a long pole. Capaable of dealing strike damage when swung. The spikes induce blood loss. Weapon of the Marionette Soliders employed by sorcerers.,weapons,"{""attack"": [{""amount"": 120, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 0, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 46, ""name"": ""Phy""}, {""amount"": 28, ""name"": ""Mag""}, {""amount"": 28, ""name"": ""Fire""}, {""amount"": 28, ""name"": ""Ligt""}, {""amount"": 28, ""name"": ""Holy""}, {""amount"": 34, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f6975dd97l0i1pkiw33ipbj1wu2d.png"", ""requiredAttributes"": [{""amount"": 14, ""name"": ""Str""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}], ""weapon_category"": ""Spear"", ""weight"": 6}",195,0,0,12,1,0,1,0.0,0.0005084358134138552
17f69c12977l0i1pkr6s0g1o7v5kz,weapon,Rotten Crystal Spear,"Spear fashioned from pure crystal; a deed impossible for a human. Enwreathed with powerful magic, its attack scales with intelligence. Though festering with scarlet rot, its magic remains potent.",weapons,"{""attack"": [{""amount"": 104, ""name"": ""Phy""}, {""amount"": 31, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 48, ""name"": ""Phy""}, {""amount"": 33, ""name"": ""Mag""}, {""amount"": 26, ""name"": ""Fire""}, {""amount"": 26, ""name"": ""Ligt""}, {""amount"": 26, ""name"": ""Holy""}, {""amount"": 34, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69c12977l0i1pkr6s0g1o7v5kz.png"", ""requiredAttributes"": [{""amount"": 10, ""name"": ""Str""}, {""amount"": 16, ""name"": ""Dex""}, {""amount"": 16, ""name"": ""Int""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""?""}, {""name"": ""Dex"", ""scaling"": ""?""}, {""name"": ""Int"", ""scaling"": ""?""}], ""weapon_category"": ""Spear"", ""weight"": 5.5}",195,0,0,20,1,0,3,0.0,0.0005084358134138552
17f698a34afl0i1pku2sj7lswv0zy,weapon,Iron Spear,Commonly used iron spear with no notable traits. The blade is severely rusted.,weapons,"{""attack"": [{""amount"": 114, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 42, ""name"": ""Phy""}, {""amount"": 26, ""name"": ""Mag""}, {""amount"": 26, ""name"": ""Fire""}, {""amount"": 26, ""name"": ""Ligt""}, {""amount"": 26, ""name"": ""Holy""}, {""amount"": 31, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f698a34afl0i1pku2sj7lswv0zy.png"", ""requiredAttributes"": [{""amount"": 13, ""name"": ""Str""}, {""amount"": 11, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Spear"", ""weight"": 4.5}",78,0,0,10,1,0,2,0.0,0.0005084358134138552
17f697d5fe2l0i1pkvirys2xrxe0un,weapon,Winged Spear,A spear with winged ornamentation at the base of its head. A thrusting weapon with long reach that can be used to attack from behind a shield. It is also effective against mounted foes.,weapons,"{""attack"": [{""amount"": 78, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Spear"", ""defence"": [{""amount"": 40, ""name"": ""Phy""}, {""amount"": 25, ""name"": ""Mag""}, {""amount"": 20, ""name"": ""Fire""}, {""amount"": 30, ""name"": ""Ligt""}, {""amount"": 25, ""name"": ""Holy""}, {""amount"": 35, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f697d5fe2l0i1pkvirys2xrxe0un.png"", ""requiredAttributes"": [{""amount"": 10, ""name"": ""Str""}, {""amount"": 10, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""C""}], ""weapon_category"": ""Spear"", ""weight"": 4.5}",185,0,0,12,1,0,2,0.0,0.0005084358134138552
17f69a84ec9l0i1pl7rf93vq4jlbt8,weapon,Longsword,"A straight sword with a double-edged blade. In addition to its easily-inflicted standard damage, this well- balanced weapon can also perform powerful piercing attacks.",weapons,"{""attack"": [{""amount"": 110, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Straight Sword"", ""defence"": [{""amount"": 45, ""name"": ""Phy""}, {""amount"": 30, ""name"": ""Mag""}, {""amount"": 30, ""name"": ""Fire""}, {""amount"": 30, ""name"": ""Ligt""}, {""amount"": 30, ""name"": ""Holy""}, {""amount"": 30, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69a84ec9l0i1pl7rf93vq4jlbt8.png"", ""requiredAttributes"": [{""amount"": 10, ""name"": ""Str""}, {""amount"": 10, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Straight Sword"", ""weight"": 3.5}",167,0,0,9,1,0,2,0.0,0.0005084358134138552
17f699b4949l0i1plb5z4sznm17g7p,weapon,Short Sword,"A short straight sword with a short blade.  In addition to its reliable standard damage, this weapon also boasts powerful piercing attacks.  Lightweight amongst straight swords, this weapon is easy to wield, requiring only humble attributes. ",weapons,"{""attack"": [{""amount"": 102, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Straight Sword"", ""defence"": [{""amount"": 42, ""name"": ""Phy""}, {""amount"": 28, ""name"": ""Mag""}, {""amount"": 28, ""name"": ""Fire""}, {""amount"": 28, ""name"": ""Ligt""}, {""amount"": 28, ""name"": ""Holy""}, {""amount"": 28, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f699b4949l0i1plb5z4sznm17g7p.png"", ""requiredAttributes"": [{""amount"": 8, ""name"": ""Str""}, {""amount"": 10, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Straight Sword"", ""weight"": 3}",242,0,0,11,1,0,2,0.0,0.0005084358134138552
17f696356b4l0i1pljd3dmbyei0rzd,weapon,Broadsword,"A straight sword with a wide blade, suited to slashing attacks. Horizontal swings boast wide attack range, making it easier to connect with foes. ",weapons,"{""attack"": [{""amount"": 117, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""e\"">Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Straight Sword"", ""defence"": [{""amount"": 47, ""name"": ""Phy""}, {""amount"": 31, ""name"": ""Mag""}, {""amount"": 31, ""name"": ""Fire""}, {""amount"": 31, ""name"": ""Ligt""}, {""amount"": 31, ""name"": ""Holy""}, {""amount"": 31, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f696356b4l0i1pljd3dmbyei0rzd.png"", ""requiredAttributes"": [{""amount"": 10, ""name"": ""Str""}, {""amount"": 10, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""E""}], ""weapon_category"": ""Straight Sword"", ""weight"": 4}",146,0,0,10,1,0,2,0.0,0.0005084358134138552
17f69b31ef4l0i1plkiau08p955pt5,weapon,Lordsworn's Straight Sword,"Well-crafted straight sword with an illustrious design, wielded by regulars of a lord's army. Though blackened and damaged by years of use, it appears to have otherwise been kept in a servicable condition, despite the soldiers having long since lost their minds.",weapons,"{""attack"": [{""amount"": 115, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 110, ""name"": ""Crit""}], ""category"": ""Straight Sword"", ""defence"": [{""amount"": 45, ""name"": ""Phy""}, {""amount"": 30, ""name"": ""Mag""}, {""amount"": 30, ""name"": ""Fire""}, {""amount"": 30, ""name"": ""Ligt""}, {""amount"": 30, ""name"": ""Holy""}, {""amount"": 30, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69b31ef4l0i1plkiau08p955pt5.png"", ""requiredAttributes"": [{""amount"": 10, ""name"": ""Str""}, {""amount"": 10, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Straight Sword"", ""weight"": 3.5}",262,0,0,26,1,1,2,3.4847148325691853e-06,0.0005551710915704696
17f6953c2f2l0i1pltkmb7nxuvfxgo,weapon,Weathered Straight Sword,"Straight sword with a rather short but wide blade. Simple to wield, it was known as the sword of the people. Though the Erdtree styling is still visible, time has not been kind to this sword, now merely a shadow of its former self.",weapons,"{""attack"": [{""amount"": 103, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Straight Sword"", ""defence"": [{""amount"": 43, ""name"": ""Phy""}, {""amount"": 29, ""name"": ""Mag""}, {""amount"": 29, ""name"": ""Fire""}, {""amount"": 29, ""name"": ""Ligt""}, {""amount"": 29, ""name"": ""Holy""}, {""amount"": 27, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f6953c2f2l0i1pltkmb7nxuvfxgo.png"", ""requiredAttributes"": [{""amount"": 7, ""name"": ""Str""}, {""amount"": 10, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Straight Sword"", ""weight"": 3}",231,0,0,24,1,0,2,0.0,0.0005084358134138552
17f697020ddl0i1pm0mkycj3pyzli7,weapon,Golden Epitaph,"A sword made to commemorate the death of Godwyn the Golden, first of the demigods to die. Infused with the humble prayer of a young boy; ""O brother, lord brother, please die a true death.""",weapons,"{""attack"": [{""amount"": 85, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 85, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Straight Sword"", ""defence"": [{""amount"": 25, ""name"": ""Phy""}, {""amount"": 15, ""name"": ""Mag""}, {""amount"": 15, ""name"": ""Fire""}, {""amount"": 15, ""name"": ""Ligt""}, {""amount"": 40, ""name"": ""Holy""}, {""amount"": 30, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f697020ddl0i1pm0mkycj3pyzli7.png"", ""requiredAttributes"": [{""amount"": 12, ""name"": ""Str""}, {""amount"": 10, ""name"": ""Dex""}, {""amount"": 14, ""name"": ""Fai""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""D""}], ""weapon_category"": ""Straight Sword"", ""weight"": 3.5}",188,0,0,14,1,0,3,0.0,0.0005084358134138552
17f69523142l0i1pm7iurzr5rt7vpb,weapon,Ornamental Straight Sword,"Slender straight sword patterned after an antique ornament. Superior swordsmen prefer to wield one in each hand. After falling from grace, the dregs of the golden lineage sought power and purpose in the past.",weapons,"{""attack"": [{""amount"": 101, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 110, ""name"": ""Crit""}], ""category"": ""Straight Sword"", ""defence"": [{""amount"": 42, ""name"": ""Phy""}, {""amount"": 28, ""name"": ""Mag""}, {""amount"": 28, ""name"": ""Fire""}, {""amount"": 28, ""name"": ""Ligt""}, {""amount"": 28, ""name"": ""Holy""}, {""amount"": 28, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69523142l0i1pm7iurzr5rt7vpb.png"", ""requiredAttributes"": [{""amount"": 10, ""name"": ""Str""}, {""amount"": 14, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Straight Sword"", ""weight"": 3}",208,0,0,25,1,1,2,1.329520269201264e-06,0.0007246411396224494
17f69d1c283l0i1pm7km9k4n9hesqp,weapon,Coded Sword,"Hidden sword once granted to the Tarnished of the Roundtable by the Two Fingers. A formless cipher comprises its blade, which deals holy damage no shield can repel. Champions would gather at the Roundtable Hold in days long past, when the Two Fingers were masters of oration, their flesh yet full of vigor.",weapons,"{""attack"": [{""amount"": 0, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 85, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Straight Sword"", ""defence"": [{""amount"": 13, ""name"": ""Phy""}, {""amount"": 22, ""name"": ""Mag""}, {""amount"": 22, ""name"": ""Fire""}, {""amount"": 22, ""name"": ""Ligt""}, {""amount"": 58, ""name"": ""Holy""}, {""amount"": 27, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69d1c283l0i1pm7km9k4n9hesqp.png"", ""requiredAttributes"": [{""amount"": 20, ""name"": ""Fai""}], ""scalesWith"": [{""name"": ""Fai"", ""scaling"": ""B""}], ""weapon_category"": ""Straight Sword"", ""weight"": 2.5}",306,0,0,11,1,0,1,0.0,0.0005084358134138552
17f69dcdeb9l0i1pmay6pw29q0kz9j,weapon,Sword Of Night And Flame,"Storied sword and treasure of Caria Manor. One of the legendary armaments. Astrologers, who preceded the sroveres, established themselves in mountaintops that nearly touched the sky, and considered the Fire Giants their neighbors.",weapons,"{""attack"": [{""amount"": 87, ""name"": ""Phy""}, {""amount"": 56, ""name"": ""Mag""}, {""amount"": 56, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Straight Sword"", ""defence"": [{""amount"": 36, ""name"": ""Phy""}, {""amount"": 42, ""name"": ""Mag""}, {""amount"": 42, ""name"": ""Fire""}, {""amount"": 26, ""name"": ""Ligt""}, {""amount"": 26, ""name"": ""Holy""}, {""amount"": 31, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69dcdeb9l0i1pmay6pw29q0kz9j.png"", ""requiredAttributes"": [{""amount"": 12, ""name"": ""Str""}, {""amount"": 12, ""name"": ""Dex""}, {""amount"": 0, ""name"": ""Int""}, {""amount"": 24, ""name"": """"}, {""amount"": 24, ""name"": ""Fai""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""E""}, {""name"": ""Int""}, {""name"": """", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""D""}], ""weapon_category"": ""Straight Sword"", ""weight"": 4}",230,0,0,24,1,0,4,0.0,0.0005084358134138552
