node_id,node_type,name,description,source,metadata,community,centrality
wiki_bone_peddlers_bell_bearing,boss,Bone Peddler's Bell Bearing,"Bone Peddler's Bell Bearing is a Key Item in Elden Ring. Bone Peddler's Bell Bearing allows you to buy items from the Two Maiden Husks in Roundtable Hold. Key Items in Elden Ring include a wide variety of items found in specific locations or are given by a related NPCs which are used to unlock areas, quests, and to further progress the game's story.",wiki,"{""Type"": ""Key Item""}",117,4.288597241049558e-05
wiki_bonny_gaol,boss,Bonny Gaol,"Bonny Gaol is a Location in Elden Ring. The Bonny Gaol is found across a wooden bridge, directly south of Bonny Village in southern Scadu Altus.",wiki,{},100,3.470776065528252e-07
wiki_bosses,boss,Bosses,"Bosses in Elden Ring are powerful enemies that add challenging experiences to the game. Bosses are encountered throughout the game in both the overworld and inside traditional dungeon-style levels. While some must be fought to progress through the story, most are optional. Each boss features a unique set of moves, gear, and various weaknesses and resistances to different damage types and styles of play. Successfully defeating a boss grants the player more Runes than traditional enemies drop in their respective areas, and many offer rare and/or unique armaments, armor, magic, and other items. This page contains a list of all the bosses encountered in the game.",merged,"{""BOSS"": ""WEAKNESS"", ""Margit the Fell Omen"": ""Slash"", ""Godrick the Grafted"": ""Standard Slash Strike Pierce"", ""Red Wolf of Radagon"": ""Slash"", ""Rennala, Queen of the Full Moon"": ""Standard Slash Pierce"", ""Leonine Misbegotten"": ""Slash Fire"", ""Ancestor Spirit"": ""Fire Holy"", ""Starscourge Radahn"": ""Pierce Scarlet Rot"", ""Magma Wyrm Makar"": ""Standard Strike Pierce Sleep"", ""Mimic Tear"": ""Madness"", ""Royal Knight Loretta"": ""Lightning"", ""Regal Ancestor Spirit"": ""Fire Holy"", ""Dragonkin Soldier of Nokstella"": ""Slash"", ""Valiant Gargoyles"": ""Strike"", ""Astel, Naturalborn of the Void"": ""Standard Slash Strike Pierce"", ""Godskin Noble"": ""Slash Hemorrhage Sleep"", ""Rykard, Lord of Blasphemy"": ""Standard Slash Pierce Frostbite"", ""Elemer of the Briar"": ""Pierce Lightning"", ""Godfrey, First Elden Lord (Golden Shade)"": ""Pierce Lightning"", ""Morgott the Omen King"": ""Slash"", ""Mohg, the Omen"": ""Standard Slash Strike Pierce"", ""Commander Niall"": ""Pierce"", ""Fire Giant"": ""Slash"", ""Loretta, Knight of the Haligtree"": ""Lightning"", ""Malenia, Blade of Miquella"": ""Fire Hemorrhage Frostbite"", ""Godskin Duo"": ""Slash Hemorrhage Sleep"", ""Dragonlord Placidusax"": ""Pierce"", ""Maliketh, the Black Blade"": ""Standard Slash Strike Pierce"", ""Lichdragon Fortissax"": ""Pierce"", ""Mohg, Lord of Blood"": ""Standard Slash Strike Pierce Hemorrhage"", ""Hoarah Loux, Warrior"": ""Phase 1 : Pierce Lightning Phase 2 : Slash"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Bosses""}",6,0.0
wiki_briar_greatshield,boss,Briar Greatshield,"Briar Greatshield is a Greatshield in Elden Ring. The Briar Greatshield is a Shield that scales primarily with with Strength. Greatshields weigh a lot but provide the best protection in the game. Greatshields provide a greater value of blocking and protecting oneself from enemy and boss attacks, but greatly increases the weight and reduces the player's mobility. This type of shield works best at reducing damage or guarding instead of parrying.",wiki,"{""Attack Phy 98 Mag 0 Fire 0 Ligt 0 Holy 0 Crit 0"": ""Guard Phy 93 Mag 50 Fire 43 Ligt 50 Holy 50 Boost 58"", ""Scaling Str D"": ""Requires Str 21"", ""Greatshield"": ""Strike"", ""Shield Bash"": ""FP 10"", ""Wgt. 9.5"": ""Passive Causes blood loss buildup (70)""}",148,0.0005565666585646713
wiki_caelid,boss,Caelid,"Caelid is a Location and Region in Elden Ring. The Caelid region is located east of Limgrave. It's mainly defined by its red, corrupt environment and a great amount of undead roaming the open fields.",merged,"{""wiki_url"": ""https://eldenring.wiki.fextralife.com/Caelid""}",126,0.014987574691327964
wiki_castle_ensis,boss,Castle Ensis,"Castle Ensis is a Minor Legacy Dungeon in Elden Ring. Castle Ensis is a dungeon exclusive to the Shadow of the Erdtree DLC. Castle Ensis can be located north-northeast of the Three Path Cross checkpoint (site of grace). Castle Ensis is a small castle where players can encounter scholars of magic, deadly hounds, noblemen capable of using magical attacks, and soldiers of Messmer.",wiki,{},100,0.0
wiki_cathedral_of_dragon_communion,boss,Cathedral of Dragon Communion,"Cathedral of Dragon Communion is a Location for Dragon Communion in Elden Ring. The Cathedral of Dragon Communion is found in Caelid, by following the road South and then venturing further south as it turns east. It is a separate location from Limgrave's Church of Dragon Communion.",wiki,{},117,0.0007625447073542352
wiki_cave_of_the_forlorn,boss,Cave of the Forlorn,"Cave of the Forlorn is a Location in Elden Ring. It can be found in the ravine south of the Minor Erdtree in the Consecrated Snowfield. The entrance is guarded by a Giant Land Octopus. In order to enter the cave, players need to use two Stonesword Keys.",wiki,{},148,0.00021858783843428442
wiki_cerulean_coast,boss,Cerulean Coast,Cerulean Coast (Southern Shore) is a Location in Elden Ring. The Cerulean Coast region can be found south of the Gravesite Plain. [See Shadow of the Erdtree Map],wiki,{},100,2.256004442593364e-06
wiki_charos_hidden_grave,boss,Charo's Hidden Grave,"Charo's Hidden Grave is a Region/Location in Elden Ring, added with the Shadow of the Erdtree DLC. The Charo's Hidden Grave is found in the south of Gravesite Plain, near Cerulean Coast. [See Shadow of the Erdtree Map]",wiki,{},100,0.0
wiki_chief_bloodfiend,boss,Chief Bloodfiend,Chief Bloodfiend is a Great Enemy Boss in Elden Ring. Chief Bloodfiend is a large boss that is armed with a club and is found in Rivermouth Cave. This is an optional boss as players don't need to defeat it to advance in Elden Ring.,merged,"{""Location"": ""Rivermouth Cave"", ""Drops"": ""80,000Bloodfiend Hexer's Ashes"", ""HP"": ""21,948"", ""Stronger VS Fire Hemorrhage"": ""Weaker to Slash Poison Scarlet Rot Frostbite"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Chief+Bloodfiend""}",100,0.0
wiki_commander_gaius,boss,Commander Gaius,Commander Gaius is a Legend Boss in Elden Ring. Commander Gaius rides a boar into battle and uses several magic attacks and is found at the back of the Shadow Keep Legacy Dungeon. This is an optional boss as players don't need to defeat it to advance in Shadow of the Erdtree.,wiki,"{""Location"": ""Scaduview"", ""Drops"": ""230,000Remembrance of the Wild Boar Rider"", ""HP"": ""33,871"", ""Strong VS Slash Hemorrhage Frostbite"": ""Weak to Holy""}",100,0.0
wiki_consecrated_snowfield,boss,Consecrated Snowfield,"Consecrated Snowfield is a Location in Elden Ring. The Consecrated Snowfield region is a secret area on the lower plains of the Mountaintops of the Giants, that can only be accessed by those that collect both parts of the Haligtree Secret Medallion. Haligtree Secret Medallion (Right) is found in Liurnia of the Lakes. Haligtree Secret Medallion (Left) is found in Mountaintops of the Giants. Once you have both pieces of the medallion, go to the Grand Lift of Rold and select ""Hoist secret medallion"" (make sure your action is ""Hoist secret medallion"" and not ""Hoist medallion"") to brandish your secret one.",wiki,{},32,0.007676397873924276
wiki_count_ymir_mother_of_fingers,boss,Count Ymir Mother of Fingers,"Count Ymir, Mother of Fingers is a Boss in Elden Ring. Count Ymir, Mother of Fingers is the High Priest who has taken power from Metyr, Mother of Fingers, and is found in the Cathedral of Manus Metyr. This is an optional boss as players don't need to defeat it to advance in Elden Ring.",wiki,"{""Location"": ""Cathedral of Manus Metyr"", ""Drops"": ""210,000 Ymir's Bell BearingMaternal StaffHigh Priest Set"", ""HP"": ""16,673"", ""Stronger VS Magic Holy Sleep Immune to Scarlet Rot"": ""Weaker to Physical""}",100,0.0
